source_value,frequency,concept_id,concept_name,domain,vocabulary
Sinus bradycardia with premature supraventricular complexes,72.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with frequent,72.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes with occasional,72.0,4007310,Sinus tachycardia,Condition,SNOMED
ST abnormality,70.0,4184762,EKG ST segment changes,Condition,SNOMED
Premature atrial complexes with Premature supraventricular complexes,70.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with frequent,70.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with frequent,69.0,4007310,Sinus tachycardia,Condition,SNOMED
2nd degree A-V block (2:1),68.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with short PR,67.0,4171683,Sinus bradycardia,Condition,SNOMED
"ST-segment elevation (lateral, inferior)",66.0,45767560,Inferior and lateral ST segment elevation,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz I),66.0,4091898,Sinus rhythm,Condition,SNOMED
AV dual-paced complexes,65.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Sinus rhythm with Premature supraventricular complexes and with frequent,64.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes and with occasional,64.0,4007310,Sinus tachycardia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with occasional,63.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree A-V block with occasional,63.0,4091898,Sinus rhythm,Condition,SNOMED
ventricular-paced complexes and with occasional,63.0,4092038,Ventricular pacing pattern,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz II),62.0,4007310,Sinus tachycardia,Condition,SNOMED
nonspecific ST change,61.0,4184762,EKG ST segment changes,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with short PR,58.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Anterior infarct,57.0,4180609,Anterior myocardial infarction on electrocardiogram,Condition,SNOMED
Premature ventricular complexes with junctional escape complexes,57.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Premature ventricular complexes,56.0,4091898,Sinus rhythm,Condition,SNOMED
Anterolateral infarct,55.0,4184348,Anterolateral infarction by electrocardiogram,Condition,SNOMED
Normal sinus rhythm with 1st degree A-V block with occasional,55.0,4276669,Normal sinus rhythm,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 3:1 A-V conduction,55.0,4007310,Sinus tachycardia,Condition,SNOMED
ventricular-paced complexes and Premature supraventricular complexes,55.0,4092038,Ventricular pacing pattern,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz II),54.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block with 2:1 AV conduction,53.0,4007310,Sinus tachycardia,Condition,SNOMED
Atrial flutter with variable A-V block with frequent,51.0,314665,Atrial flutter,Condition,SNOMED
AV dual-paced rhythm with frequent,51.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Sinus bradycardia with 2nd degree A-V block (Mobitz I),51.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes,50.0,4007310,Sinus tachycardia,Condition,SNOMED
atrial-paced complexes,49.0,4089488,Atrial pacing pattern,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with Premature supraventricular complexes",49.0,4181676,P wave axis - finding,Condition,SNOMED
Wide QRS tachycardia with frequent,49.0,4321877,Wide QRS complex,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with occasional,48.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with Premature supraventricular complexes,48.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Supraventricular tachycardia with Premature supraventricular complexes,48.0,4275423,Supraventricular tachycardia,Condition,SNOMED
Atrial tachycardia,46.0,4171269,Atrial tachycardia,Condition,SNOMED
A-V block (3rd degree),46.0,320744,Complete atrioventricular block,Condition,SNOMED
Supraventricular tachycardia with frequent,45.0,4275423,Supraventricular tachycardia,Condition,SNOMED
Atrial-paced rhythm with occasional,44.0,4089488,Atrial pacing pattern,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature atrial complexes,44.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with premature supraventricular complexes with occasional,44.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus tachycardia with short PR with frequent,44.0,4007310,Sinus tachycardia,Condition,SNOMED
Nonspecific T wave change,43.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Premature atrial complexes with occasional,43.0,4115173,Atrial premature complex,Condition,SNOMED
Junctional rhythm with Premature supraventricular complexes,42.0,4038688,AV junctional rhythm,Condition,SNOMED
Nonspecific T change,42.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,42.0,4007310,Sinus tachycardia,Condition,SNOMED
premature ventricular complexes and premature atrial complexes,41.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with 1st degree AV block with premature atrial complexes,40.0,314379,First degree atrioventricular block,Condition,SNOMED
Atrial fibrillation with rapid ventricular response with occasional,39.0,44782442,Atrial fibrillation with rapid ventricular response,Condition,SNOMED
Atrial-sensed ventricular-paced rhythm with frequent,39.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes,39.0,4007310,Sinus tachycardia,Condition,SNOMED
Atrial flutter with variable A-V block with occasional,38.0,314665,Atrial flutter,Condition,SNOMED
Junctional bradycardia with occasional,37.0,4169095,Bradycardia,Condition,SNOMED
2nd degree A-V block (3:1),36.0,318448,Second degree atrioventricular block,Condition,SNOMED
Atrial fibrillation with rapid ventricular response with frequent,35.0,44782442,Atrial fibrillation with rapid ventricular response,Condition,SNOMED
Marked sinus bradycardia with premature atrial complexes,35.0,4171683,Sinus bradycardia,Condition,SNOMED
Normal sinus rhythm with 1st degree AV block,35.0,4276669,Normal sinus rhythm,Condition,SNOMED
ST & T wave abnormality,35.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
T wave abnormality,35.0,4065390,EKG: T wave abnormal,Condition,SNOMED
AV dual-paced rhythm with prolonged AV conduction with occasional,34.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Sinus tachycardia with premature atrial complexes,34.0,4007310,Sinus tachycardia,Condition,SNOMED
Wide QRS tachycardia with occasional,34.0,4321877,Wide QRS complex,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with frequent,33.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with short PR with Premature atrial complexes,32.0,4007310,Sinus tachycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz I)",32.0,4181676,P wave axis - finding,Condition,SNOMED
Wide QRS rhythm with Premature supraventricular complexes,32.0,4321877,Wide QRS complex,Condition,SNOMED
Lateral infarct,31.0,4064350,Lateral infarction on electrocardiogram,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with occasional,30.0,4171683,Sinus bradycardia,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with 1st degree AV block,30.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with junctional escape complexes,29.0,4007310,Sinus tachycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with occasional",29.0,4181676,P wave axis - finding,Condition,SNOMED
Atrial fibrillation with slow ventricular response with occasional,28.0,313217,Atrial fibrillation,Condition,SNOMED
Atrial flutter with 4:1 AV conduction,28.0,314665,Atrial flutter,Condition,SNOMED
Inferior-posterior infarct,27.0,4064349,EKG:posterior/inferior infarct,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with occasional,27.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with premature ventricular complexes,27.0,4091898,Sinus rhythm,Condition,SNOMED
ventricular-paced complexes and Premature atrial complexes,27.0,4092038,Ventricular pacing pattern,Condition,SNOMED
Normal sinus rhythm with 1st degree A-V block with frequent,26.0,4276669,Normal sinus rhythm,Condition,SNOMED
Premature ventricular complexes with occasional,26.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with Premature supraventricular complexes with occasional,26.0,314379,First degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with occasional",26.0,4181676,P wave axis - finding,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with frequent",26.0,4181676,P wave axis - finding,Condition,SNOMED
Atrial fibrillation with slow ventricular response with frequent,25.0,313217,Atrial fibrillation,Condition,SNOMED
Cannot rule out Anterior infarct,25.0,4180609,Anterior myocardial infarction on electrocardiogram,Condition,SNOMED
Atrial flutter with 2:1 AV conduction,24.0,314665,Atrial flutter,Condition,SNOMED
Cannot rule out Septal infarct,24.0,4030021,Septal infarction by electrocardiogram,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes,24.0,4171683,Sinus bradycardia,Condition,SNOMED
Tall T wave,24.0,4089477,Tall T wave,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature atrial complexes",24.0,4181676,P wave axis - finding,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature atrial complexes",24.0,4181676,P wave axis - finding,Condition,SNOMED
Atrial flutter with variable AV block with premature ventricular or aberrantly conducted complexes,23.0,314665,Atrial flutter,Condition,SNOMED
Atrial-paced rhythm with prolonged AV conduction with occasional,23.0,4089488,Atrial pacing pattern,Condition,SNOMED
Atrial-sensed ventricular-paced rhythm with prolonged AV conduction with occasional,23.0,4088998,AV sequential pacing pattern,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with frequent,23.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,23.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature atrial complexes,23.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes",23.0,4181676,P wave axis - finding,Condition,SNOMED
Atrial-paced rhythm with frequent,22.0,4089488,Atrial pacing pattern,Condition,SNOMED
Idioventricular rhythm with occasional,22.0,4138336,ECG: idioventricular rhythm,Condition,SNOMED
Junctional bradycardia with Premature supraventricular complexes,22.0,4169095,Bradycardia,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with junctional escape complexes,22.0,4171683,Sinus bradycardia,Condition,SNOMED
ST- T wave abnormality,22.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Ectopic atrial bradycardia,21.0,4169095,Bradycardia,Condition,SNOMED
Normal sinus rhythm with Premature atrial complexes,21.0,4276669,Normal sinus rhythm,Condition,SNOMED
Sinus bradycardia with Premature supraventricular complexes with occasional,21.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with occasional,21.0,4007310,Sinus tachycardia,Condition,SNOMED
Sinus tachycardia with premature supraventricular complexes,21.0,4007310,Sinus tachycardia,Condition,SNOMED
"Marked T wave abnormality , consider inferolateral ischemia",20.0,4137208,EKG: inferior ischemia,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with Premature supraventricular complexes and with occasional,20.0,314379,First degree atrioventricular block,Condition,SNOMED
Atrial-paced rhythm with Premature atrial complexes,19.0,4089488,Atrial pacing pattern,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with 1st degree A-V block,19.0,4276669,Normal sinus rhythm,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree AV block,19.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz II) with Premature supraventricular complexes,19.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree AV block,19.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with junctional escape complexes,19.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Accelerated Junctional rhythm with Premature supraventricular complexes with occasional,18.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Atrial-paced rhythm with prolonged AV conduction with Premature atrial complexes,18.0,4089488,Atrial pacing pattern,Condition,SNOMED
Cannot rule out Anteroseptal infarct,18.0,4064610,Anteroseptal infarction on electrocardiogram,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with occasional,18.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with junctional escape complexes,18.0,4091898,Sinus rhythm,Condition,SNOMED
Sinus rhythm with 1st degree AV block with premature supraventricular complexes,17.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree AV block with 2:1 AV conduction,17.0,4091898,Sinus rhythm,Condition,SNOMED
Normal sinus rhythm with Premature ventricular complexes,16.0,4276669,Normal sinus rhythm,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with Premature atrial complexes,16.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes with frequent,16.0,4007310,Sinus tachycardia,Condition,SNOMED
"ST & Marked T wave abnormality , consider inferolateral ischemia",16.0,4137208,EKG: inferior ischemia,Condition,SNOMED
Atrial fibrillation with premature ventricular complexes,15.0,313217,Atrial fibrillation,Condition,SNOMED
intraventricular conduction delay,15.0,4166844,Intraventricular conduction defect,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature atrial complexes,15.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus bradycardia with 2nd degree AV block (Mobitz I),15.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with Premature supraventricular complexes,15.0,4171683,Sinus bradycardia,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree A-V block with frequent,15.0,4091898,Sinus rhythm,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 1st degree A-V block",15.0,4181676,P wave axis - finding,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with frequent",15.0,4181676,P wave axis - finding,Condition,SNOMED
ventricular-paced complexes and with frequent,15.0,4092038,Ventricular pacing pattern,Condition,SNOMED
